"id","genotype","sex","exp_type","shock_color","shock_arm","treatment","replicates","ZT0","ZT","starting_arm","starting_color","frac_time_on_shocked","first_half_frac_time_on_shocked","second_half_frac_time_on_shocked","frac_14","frac_24","frac_34","frac_44","frac_time_on_shockArm","frac_time_on_neutral_left","frac_time_on_neutral_right","left_handedness","first_half_left_handedness","second_half_left_handedness","left_handedness_14","left_handedness_24","left_handedness_34","left_handedness_44","activity","first_half_activity","second_half_activity","activity_shock","activity_noShock","activity_shock_color","first_half_activity_shock_color","second_half_activity_shock_color","activity_noShock_color","first_half_activity_noShock_color","second_half_activity_noShock_color","activity_14","activity_24","activity_34","activity_44","activity_shock_color_14","activity_shock_color_24","activity_shock_color_34","activity_shock_color_44","activity_noShock_color_14","activity_noShock_color_24","activity_noShock_color_34","activity_noShock_color_44","total_choices","correct_choices","incorrect_choices","first_half_total_choices","first_half_correct_choices","first_half_incorrect_choices","total_choices_14","correct_choices_14","incorrect_choices_14","total_choices_24","correct_choices_24","incorrect_choices_24","total_choices_34","correct_choices_34","incorrect_choices_34","total_choices_44","correct_choices_44","incorrect_choices_44","analysis_time","bias_frac_time_on_shocked","bias_left_handedness","bias_activity","bias_activity_shock","bias_activity_noShock","bias_activity_shock_color","bias_activity_noShock_color","bias_total_choices","bias_correct_choices","bias_incorrect_choices","bias_analysis_time","post_frac_time_on_shocked","post_left_handedness","post_first_half_left_handedness","post_second_half_left_handedness","post_activity","post_activity_shock","post_activity_noShock","post_activity_shock_color","post_activity_noShock_color","post_total_choices","post_correct_choices","post_incorrect_choices","post_first_half_total_choices","post_first_half_correct_choices","post_first_half_incorrect_choices","post_analysis_time","group","group_sex","folder","experiment_date","second_half_total_choices","second_half_correct_choices","second_half_incorrect_choices","post_second_half_total_choices","post_second_half_correct_choices","post_second_half_incorrect_choices","experiment_by","head_scanned","abs_dev","abs_dev_sex","day"
"62","dgrp362","female","operant_place","blue","M","shock",NA,"11:00:00","16:43:51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.0541976473068901,NA,0.0541976473068901,NA,0.0541976473068901,2,1,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,NA,NA,NA
"63","dgrp362","female","operant_place","blue","R","shock",NA,"11:00:00","16:43:51","R","B",1,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,9.46969696969717e-05,0.000189393939393942,0,0,NA,9.46969696969717e-05,0.000189393939393942,0,NA,NA,NA,0.000378787878787877,0,0,0,0.000378787878787877,0,0,0,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0.000507872016251904,1,0.0579468835632563,NA,0.0579468835632563,NA,0,2,1,1,300,0.000506842372022301,1,1,NA,0.0579318434928655,NA,0.0579318434928655,NA,0,2,1,1,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.76510051774693,0.732821477599287,NA
"64","dgrp362","female","operant_place","blue","L","shock",NA,"11:00:00","16:43:51","L","B",1,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1,NA,0,NA,0,0,NA,1,0,1,300,0.999493157627978,1,1,NA,0.0553654885087882,NA,0.0553654885087882,0,NA,2,1,1,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.76510051774693,0.732821477599287,NA
"1","dgrp362","male","operant_place","blue","L","shock","1","11:00:00","16:43:51","L","B",0.000126182965299685,0.000252270433905146,0,0.000503524672708963,0,0,0,0.000126182965299685,0.22384858044164,0.758864353312303,-0.5,-0.333333333333333,-1,-1,0,NA,-1,0.149035038237868,0.173269891753601,0.127261032194625,NA,0.149035038237868,NA,NA,NA,0.116165355310757,0.127747024808142,0.095746200785039,0.123541204072212,0.226412157106408,0.0705974132263932,0.176029942590708,NA,NA,NA,NA,0.0802035544616503,0.171637186389425,0.0687886287954133,0.147206077159842,5,4,1,4,3,1,2,1,1,2,2,0,0,0,0,1,1,0,1200,0.00101574403250381,1,0.138527706972537,NA,0.138527706972537,NA,0.0966918119528007,3,2,1,300,0.00354789660415611,1,1,NA,0.335512429029817,NA,0.335512429029817,7.88392351561074,0.233199647728809,3,2,1,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",1,1,0,NA,NA,NA,"goncalo",FALSE,0.23477329928777,0.202820970072794,NA
"2","dgrp362","male","operant_place","blue","M","shock","1","11:00:00","16:43:51","L","G",0.0116063919259882,0,0.0232245035341636,0,0,0.0464646464646465,0,0.0116063919259882,0.592767031118587,0.320605550883095,-0.176470588235294,-0.111111111111111,-0.25,0,-0.2,-0.333333333333333,0,0.719197127658489,0.742414202957351,0.695604391822617,0.681981035885002,0.719643825873613,1.59841284381147,1.59841284381147,NA,0.600624872676169,0.640866497667847,0.567470834966977,0.769111229262846,0.715609091525112,0.958749404425369,0.447552722715359,1.59841284381147,NA,NA,NA,0.70097071100682,0.575273315074174,0.795179254290064,0.356883117334787,19,16,3,11,10,1,4,4,0,7,6,1,6,4,2,2,2,0,900,0.0610066090493137,0.333333333333333,0.649035270498156,NA,0.649035270498156,0.745323514309723,0.575418078052093,8,5,3,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",8,6,2,NA,NA,NA,"goncalo",FALSE,0.223293090327081,0.191340761112106,NA
"3","dgrp362","male","operant_place","blue","R","shock","1","11:00:00","16:43:51","L","G",0.0620976902688376,0.121594349142281,0.00277777777777778,0.0427995971802618,0.200606366851945,0.00554994954591322,0,0.0620976902688376,0.603306828221633,0.302410703016534,-0.230769230769231,-0.111111111111111,-0.5,1,-0.666666666666667,-0.333333333333333,-1,0.472335516683175,0.648040305900208,0.292066307610898,1.22660816772586,0.40861556932294,1.24736725607964,1.24736725607964,NA,0.35570758761988,0.464230514384957,0.238694736660651,0.609667062090054,0.687139103943313,0.40131760092134,0.192214262087725,1.24736725607964,NA,NA,NA,0.488700024317467,0.393132344275747,0.294475419679605,0.174227499299383,15,11,4,11,7,4,4,3,1,7,4,3,3,3,0,1,1,0,1200,0.046795523906409,0.6,0.714879075599126,NA,0.714879075599126,1.46354905179915,0.551118020571956,8,7,1,300,0,0,0,NA,0.210084785716353,NA,0.210084785716353,NA,0.132749952220968,3,3,0,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",4,4,0,NA,NA,NA,"goncalo",FALSE,0.172801791984232,0.140849462769256,NA
"4","dgrp362","male","operant_place","blue","L","shock","1","11:00:00","16:43:51","L","B",0.0155244225672094,0.00983854692230071,0.0212121212121212,0.0196374622356495,0,0,0.0424456796361799,0.0155244225672094,0.332576044427616,0.491354284993058,0.142857142857143,0.25,0,0.5,0,0,0,0.384241284428117,0.4098617431985,0.352984506343836,1.27652793282991,0.363270835995924,1.30568120484982,1.30568120484982,NA,0.304902771707736,0.318284051608776,0.274407062070447,0.411052390146223,0.408253181772886,0.273390362462938,0.431667916573362,1.30568120484982,NA,NA,NA,0.273372902152817,0.371423059291445,0.252714752239866,0.286844251030737,16,14,2,9,8,1,5,4,1,4,4,0,2,2,0,5,4,1,1200,0.669207317073171,0,0.24163724571138,NA,0.24163724571138,0.159750964825092,0.255838389539535,4,2,2,300,0,1,1,NA,0.256185883137784,NA,0.256185883137784,NA,0.196661877369249,3,3,0,2,2,0,300,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",7,6,1,1,1,0,"goncalo",FALSE,0.21937505968586,0.187422730470885,NA
"9","dgrp362","male","operant_place","blue","R","shock","1","11:00:00","16:43:51","L","G",0.0150157728706625,0.0300201816347124,0,0.0599194360523666,0,0,0,0.0150157728706625,0.983722397476341,0,0,0,NA,0,NA,NA,NA,0.177717977050191,0.22646570427888,0.129796775295009,0.90165232006101,0.149055118972807,0.809220173274064,0.809220173274064,NA,0.149602054327944,0.168835474492639,0.118836530403595,0.254853946579338,0.197438510757638,0.137707877551617,0.129255266782584,0.809220173274064,NA,NA,NA,0.13409179363122,0.19537523636499,0.109559948674984,0.12974926484733,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0.136686991869919,-1,0.323801992062928,NA,0.323801992062928,0.452291507533999,0.283623532037597,2,1,1,300,0,0,1,-1,0.319447689118983,NA,0.319447689118983,NA,0.214796232534747,3,3,0,2,2,0,300,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",NA,NA,NA,1,1,0,"goncalo",FALSE,0.219883709382407,0.187931380167431,NA
"10","dgrp362","male","operant_place","blue","L","shock","1","11:00:00","16:43:51","M","G",0.00290257445734478,0.00580221997981837,0,0.0115810674723061,0,0,0,0.00290257445734478,0.249116607773852,0.736875315497224,-0.5,-1,0,-1,NA,-1,1,0.319375688286474,0.338050789644107,0.304031969075483,1.92216576192381,0.31138104065091,1.35813072717792,1.35813072717792,NA,0.284749410655258,0.30100378536642,0.269947509690768,0.310048228025476,0.347992932561329,0.362001322068589,0.24002240054846,1.35813072717792,NA,NA,NA,0.24864785538086,0.357751506552403,0.310172565407094,0.216896657171806,5,4,1,3,2,1,3,2,1,0,0,0,1,1,0,1,1,0,1200,0.536622583926755,-0.333333333333333,0.519223917664862,NA,0.519223917664862,0.301052475574163,0.673460454063123,4,3,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",2,2,0,NA,NA,NA,"goncalo",FALSE,0.231996907795725,0.200044578580749,NA
"11","dgrp362","male","operant_place","blue","M","shock","1","11:00:00","16:43:51","L","G",0.0755931347804139,0.00403632694248234,0.147185054279222,0.0080563947633434,0,0.294147325933401,0,0.0755931347804139,0.492554265522463,0.414310954063604,1,1,1,1,1,1,1,0.298168630047483,0.264048599135007,0.331066141444525,0.69493964408153,0.25884157361454,0.509768905435188,0.509768905435188,NA,0.250355756534956,0.243585418870031,0.251117413728649,0.275656496226177,0.271615338107894,0.408541020766326,0.257713654881067,0.509768905435188,NA,NA,NA,0.249794630598967,0.230472324336715,0.323395202795628,0.123659643396982,7,5,2,4,3,1,3,2,1,1,1,0,2,1,1,1,1,0,1200,0,NA,0.219417610768804,NA,0.219417610768804,NA,0.219417610768804,1,1,0,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",3,2,1,NA,NA,NA,"goncalo",FALSE,0.159306347472656,0.12735401825768,NA
"12","dgrp362","male","operant_place","blue","R","shock","1","11:00:00","16:43:51","M","G",0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.302627632218591,0.304853170549327,0.315417930095402,NA,0.302627632218591,NA,NA,NA,0.302627632218591,0.304853170549327,0.315417930095402,0.340166642427694,0.269396729149185,0.345047683149461,0.269154540124001,NA,NA,NA,NA,0.340166642427694,0.269396729149185,0.345047683149461,0.269154540124001,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,0,1,0.417268710455944,NA,0.417268710455944,NA,0.417268710455944,2,2,0,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.23489948225307,0.202947153038094,NA
"17","dgrp362","male","operant_place","blue","M","shock","1","11:00:00","16:43:51","M","B",0.0189274447949527,0.0378405650857719,0,0.0755287009063444,0,0,0,0.0189274447949527,0.0215772870662461,0.952429022082019,0.5,0.5,NA,0.5,NA,NA,NA,0.346579958113375,0.414252365010007,0.302841729375541,1.85818425534827,0.309239490721503,1.11836034974094,1.11836034974094,NA,0.302717664310659,0.330659800677554,0.29462961575583,0.589410872814728,0.223467029963624,0.33308499400625,0.263991028479534,1.11836034974094,NA,NA,NA,0.439313142129543,0.213040371325715,0.307013590598163,0.272699245082958,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0.603150406504065,1,0.472946436467426,NA,0.472946436467426,0.442768565665431,0.241453202647113,5,3,2,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.215972037458117,0.184019708243141,NA
"18","dgrp362","male","operant_place","blue","R","shock","1","11:00:00","16:43:51","M","G",0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.259249864367006,0.246111790100953,0.2585973649935,NA,0.259249864367006,NA,NA,NA,0.259249864367006,0.246111790100953,0.2585973649935,0.235223486376675,0.274700702012992,0.249359052117331,0.271709187469365,NA,NA,NA,NA,0.235223486376675,0.274700702012992,0.249359052117331,0.271709187469365,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0,1,0.157050065248072,NA,0.157050065248072,NA,0.157050065248072,2,2,0,300,0,1,1,NA,0.470092744167345,NA,0.470092744167345,NA,0.470092744167345,2,2,0,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.23489948225307,0.202947153038094,NA
"19","dgrp362","male","operant_place","blue","L","shock","1","11:00:00","16:43:51","X",NA,0.115724381625442,0.212916246215943,0.0184296894723555,0.399798590130916,0.0257705912076806,0.00908173562058527,0.0277777777777778,0.115724381625442,0.190812720848057,0.633013629480061,0.111111111111111,0.2,0,0.5,-1,1,-1,0.352751537552588,0.428439325860877,0.290829989821614,0.485840072224303,0.323250358648591,0.43154491081874,0.43154491081874,NA,0.283843782990633,0.306180314425649,0.267767444398426,0.53287410122365,0.332246708461117,0.253230088841552,0.338196250647999,0.43154491081874,NA,NA,NA,0.504266559848963,0.141713329133099,0.311388881662525,0.18111499232786,14,10,4,8,6,2,6,4,2,2,2,0,3,2,1,3,2,1,1200,0.338758901322482,-0.2,0.720595129985455,NA,0.720595129985455,0.595349748320728,0.758205374293525,8,6,2,300,0,NA,NA,NA,0.0694020413373704,NA,0.0694020413373704,NA,0.0694020413373704,1,1,0,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",6,4,2,NA,NA,NA,"goncalo",FALSE,0.119175100627628,0.0872227714126523,NA
"20","dgrp362","male","operant_place","blue","M","shock","1","11:00:00","16:43:51","M","B",0.00265051117001136,0.00529767911200807,0,0.0105740181268882,0,0,0,0.00265051117001136,0.00189322226429383,0.989524170137574,-0.333333333333333,-0.333333333333333,NA,-1,0,NA,NA,0.364026362927752,0.452066325057372,0.279133629368008,3.03528649048996,0.33924970840035,2.08307644657321,2.08307644657321,NA,0.344253495937814,0.409355234158535,0.276907049583487,0.437436951113472,0.426159966283024,0.336932955659956,0.231699714300945,2.08307644657321,NA,NA,NA,0.42377691958807,0.38393369583215,0.321609492628307,0.215527183292661,6,3,3,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0.274529740721912,0.2,0.703681664507589,NA,0.703681664507589,0.65782100592972,0.571464512684588,6,3,3,300,0.0197768762677485,0.6,NA,1,0.61237921052753,NA,0.61237921052753,1.36808420609761,0.503971358480201,8,5,3,1,1,0,300,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",NA,NA,NA,7,4,3,"goncalo",FALSE,0.232248971083058,0.200296641868083,NA
"25","dgrp362","male","operant_place","blue","L","shock","1","11:00:00","16:43:51","M","G",0.013881877839475,0.0277497477295661,0,0.0553877139979859,0,0,0,0.013881877839475,0.240030287733468,0.685890964159515,0.142857142857143,0.2,0,0.333333333333333,0,-1,1,0.247206529293411,0.335526891939968,0.188819689142653,1.25709259168688,0.232057389769731,1.29025234993699,1.29025234993699,NA,0.176009057397603,0.242018901891978,0.117788801044777,0.437992671079961,0.230189965692755,0.241694052961786,0.12638275924523,1.29025234993699,NA,NA,NA,0.299369304673129,0.202742037311736,0.142803027422236,0.0895314257708767,8,7,1,6,5,1,4,3,1,2,2,0,1,1,0,1,1,0,1200,0.931875953228266,-1,0.305603739698387,NA,0.305603739698387,0.156794428237917,2.40938086541402,2,1,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",2,2,0,NA,NA,NA,"goncalo",FALSE,0.221017604413594,0.189065275198619,NA
"26","dgrp362","male","operant_place","blue","M","shock","1","11:00:00","16:43:51","X",NA,0.0265769554247267,0.053109243697479,0,0.106111484217596,0,0,0,0.0265769554247267,0.964003364171573,0,1,1,NA,1,NA,NA,NA,0.0998020634956688,0.180127101895602,0.0169041128547154,0,0.103568179099279,1.11884390187579,1.11884390187579,NA,0.0497674368116418,0.0870293039999352,0.019477025095735,0.308796431644101,0.0509368436865808,0,0.0390329045440843,1.11884390187579,NA,NA,NA,0.122161290651559,0.0531774302222568,0,0.0265703467021887,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,0,NA,0.0291580133248711,NA,0.0291580133248711,NA,0.0134118642440753,1,1,0,300,0,NA,NA,NA,0.158991977398725,NA,0.158991977398725,NA,0.158991977398725,1,1,0,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.208322526828343,0.176370197613367,NA
"27","dgrp362","male","operant_place","blue","R","shock","1","11:00:00","16:43:51","L","G",0.0240202275600506,0.0360746720484359,0.0119077780592855,0.0297079556898288,0.0424456796361799,0,0.0239064089521872,0.0240202275600506,0.639064475347661,0.310998735777497,0.272727272727273,0.2,0.333333333333333,0,0.333333333333333,-0.333333333333333,1,0.407227745730456,0.428312099303721,0.38464039257481,2.35610550902627,0.350616302842024,1.2759857719296,1.2759857719296,NA,0.283752073943807,0.299081792948669,0.238486872618781,0.399783439735958,0.466634904192379,0.351845544448522,0.401336048641487,1.2759857719296,NA,NA,NA,0.2792443491181,0.299959373757989,0.288922161372914,0.194666825533789,14,10,4,8,5,3,5,3,2,3,2,1,3,3,0,3,2,1,1200,0.252669039145907,-0.5,0.616316893537065,NA,0.616316893537065,0.63682122634681,0.370064215280453,6,4,2,300,0,NA,NA,NA,0.0775240677057892,NA,0.0775240677057892,NA,0.0775240677057892,1,1,0,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",6,5,1,NA,NA,NA,"goncalo",FALSE,0.210879254693019,0.178926925478043,NA
"28","dgrp362","male","operant_place","blue","L","shock","1","11:00:00","16:43:51","M","G",0.0415032266228015,0.0537336024217962,0.0291878172588832,0,0.107630116220313,0.0580221997981837,0,0.0415032266228015,0.796026825256232,0.116917626217892,0,0,0,0,0,0,NA,0.554658933144871,0.67406354225396,0.443616605705522,1.38707870412121,0.513116838623373,1.06844847338667,1.06844847338667,NA,0.488463188836164,0.619639860664619,0.343578251385336,0.702406382646442,0.642395368514823,0.582833307435413,0.290638716495463,1.06844847338667,NA,NA,NA,0.647770218535443,0.619001707481454,0.413126900989073,0.275293508419845,9,7,2,7,6,1,5,5,0,2,1,1,NA,NA,NA,NA,NA,NA,1200,0,NA,0.241637357494784,NA,0.241637357494784,NA,0.241637357494784,1,1,0,300,0,NA,NA,NA,0.25301847758966,NA,0.25301847758966,NA,0.25301847758966,1,1,0,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",2,1,1,NA,NA,NA,"goncalo",FALSE,0.193396255630268,0.161443926415292,NA
"33","dgrp362","male","operant_place","blue","R","shock","1","11:00:00","16:43:51","M","G",0.0325552050473186,0.0363269424823411,0.0287733467945482,0.0725075528700906,0,0,0.0575466935890964,0.0325552050473186,0.94788643533123,0.00340694006309148,0.5,1,0,1,NA,NA,0,0.387592415005601,0.453344470833917,0.334710066085855,1.35673906583309,0.345469268346455,1.32600300156764,1.32600300156764,NA,0.337375565650367,0.414180114515299,0.279697479035418,0.476780403160273,0.43688665965943,0.283851519416243,0.38045041205274,1.32600300156764,NA,NA,NA,0.418213183429054,0.417060899912167,0.2539188403156,0.295746636281479,6,4,2,3,2,1,3,2,1,0,0,0,0,0,0,3,2,1,1200,0,0,0.317281895176856,NA,0.317281895176856,NA,0.288198801324449,3,3,0,300,0,-1,-1,NA,0.482941887808893,NA,0.482941887808893,NA,0.482941887808893,2,2,0,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",3,2,1,NA,NA,NA,"goncalo",FALSE,0.202344277205751,0.170391947990775,NA
"34","dgrp362","male","operant_place","blue","L","shock","1","11:00:00","16:43:51","L","B",0.0136294800605755,0.0272452068617558,0,0.054380664652568,0,0,0,0.0136294800605755,0,0.983846542150429,-0.333333333333333,-0.333333333333333,NA,-0.333333333333333,NA,NA,NA,0.108059073765518,0.172595798182502,0.046443720525573,2.45094508989412,0.0724131985518406,1.33841729297395,1.33841729297395,NA,0.0696416524909778,0.0940465232225411,0.0477458809141405,0.305336224709548,0.0439805939371426,0.0347196025340339,0.0611212576438744,1.33841729297395,NA,NA,NA,0.149071384813738,0.0439805939371426,0.0347196025340339,0.0646588223949667,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0.532282663955262,-0.333333333333333,0.480870825774956,NA,0.480870825774956,0.400839230908178,0.251698305494349,4,2,2,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r2","dgrp362_place_blue_r2_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/male","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.221270002192494,0.189317672977519,NA
