"id","genotype","sex","exp_type","shock_color","shock_arm","treatment","replicates","ZT0","ZT","starting_arm","starting_color","frac_time_on_shocked","first_half_frac_time_on_shocked","second_half_frac_time_on_shocked","frac_14","frac_24","frac_34","frac_44","frac_time_on_shockArm","frac_time_on_neutral_left","frac_time_on_neutral_right","left_handedness","first_half_left_handedness","second_half_left_handedness","left_handedness_14","left_handedness_24","left_handedness_34","left_handedness_44","activity","first_half_activity","second_half_activity","activity_shock","activity_noShock","activity_shock_color","first_half_activity_shock_color","second_half_activity_shock_color","activity_noShock_color","first_half_activity_noShock_color","second_half_activity_noShock_color","activity_14","activity_24","activity_34","activity_44","activity_shock_color_14","activity_shock_color_24","activity_shock_color_34","activity_shock_color_44","activity_noShock_color_14","activity_noShock_color_24","activity_noShock_color_34","activity_noShock_color_44","total_choices","correct_choices","incorrect_choices","first_half_total_choices","first_half_correct_choices","first_half_incorrect_choices","total_choices_14","correct_choices_14","incorrect_choices_14","total_choices_24","correct_choices_24","incorrect_choices_24","total_choices_34","correct_choices_34","incorrect_choices_34","total_choices_44","correct_choices_44","incorrect_choices_44","analysis_time","bias_frac_time_on_shocked","bias_left_handedness","bias_activity","bias_activity_shock","bias_activity_noShock","bias_activity_shock_color","bias_activity_noShock_color","bias_total_choices","bias_correct_choices","bias_incorrect_choices","bias_analysis_time","post_frac_time_on_shocked","post_left_handedness","post_first_half_left_handedness","post_second_half_left_handedness","post_activity","post_activity_shock","post_activity_noShock","post_activity_shock_color","post_activity_noShock_color","post_total_choices","post_correct_choices","post_incorrect_choices","post_first_half_total_choices","post_first_half_correct_choices","post_first_half_incorrect_choices","post_analysis_time","group","group_sex","folder","experiment_date","second_half_total_choices","second_half_correct_choices","second_half_incorrect_choices","post_second_half_total_choices","post_second_half_correct_choices","post_second_half_incorrect_choices","experiment_by","head_scanned","abs_dev","abs_dev_sex","day"
"13","dnc1","female","operant_place","blue","L","shock","1","11:00:00","16:38:03","X",NA,0.030287859824781,0,0.0605908863294942,0,0,0,0.1214859437751,0.030287859824781,0.291364205256571,0.436420525657071,-0.130434782608696,0,-0.230769230769231,0,0,0,-0.428571428571429,0.738749893999012,0.746293657688404,0.731194786304072,1.15833303820503,0.7246038410083,1.08846602383195,1.08846602383195,NA,0.702426851847068,0.71822189125014,0.684661909570597,0.730379807529657,0.757274641200025,0.643651137487503,0.829401296753564,1.11220582448162,0.541159434661297,NA,NA,0.662314052271239,0.80685913700197,0.610939068258573,0.801694621464846,40,37,3,20,20,0,12,12,0,8,8,0,6,6,0,14,11,3,1200,0.00600300150075038,0.333333333333333,0.781528823952497,NA,0.781528823952497,0.279508497187474,0.722363317593475,8,8,0,300,0.446061214249875,0.666666666666667,1,0.333333333333333,0.710170642603338,NA,0.710170642603338,0.726131030768882,0.605852500220027,10,7,3,5,3,2,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",20,17,3,5,4,1,"goncalo",FALSE,0.329569654339159,0.332430659651228,NA
"14","dnc1","female","operant_place","blue","M","shock","1","11:00:00","16:38:03","M","B",0.125985237082447,0.0980735551663748,0.153865399049287,0.196294441662494,0,0.0269595606590115,0.281203007518797,0.125985237082447,0.350932065557363,0.20718128362317,0.529411764705882,0.2,0.636363636363636,0.2,NA,0.5,0.666666666666667,0.639819958943293,0.614388874752722,0.665251043133863,0.67249329245059,0.596527120359827,0.951497799544221,0.951497799544221,NA,0.536687352329492,0.480447545785149,0.664873578056688,0.802882095311419,0.411831218728804,0.568406290396688,0.768960626862067,1.0177231533832,0.943346668983384,NA,NA,0.443900825888137,0.53755985729147,0.623359616206396,0.757817326697807,33,16,17,15,7,8,10,5,5,5,2,3,10,5,5,8,4,4,1200,0.225112556278139,0.2,0.925164044685414,NA,0.925164044685414,1.02236367018054,0.641833574637775,14,7,7,300,0.292523833416959,0.555555555555556,1,0.2,0.931706378631301,NA,0.931706378631301,0.876474134244666,0.663699819460308,14,7,7,7,3,4,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",18,9,9,7,4,3,"goncalo",FALSE,0.233872277081493,0.236733282393562,NA
"15","dnc1","female","operant_place","blue","R","shock","1","11:00:00","16:38:03","M","G",0.170124481327801,0.209156867650738,0.130654536264847,0,0.417791104447776,0.164253619570644,0.0961636828644501,0.170124481327801,0.205834276373695,0.506098327675091,0.6,0.5,0.636363636363636,NA,0.5,0.666666666666667,0.6,0.806890890903007,0.800797827705726,0.813048675560654,0.946402779873915,0.764958733225756,0.994794862619387,0.994794862619387,NA,0.747531955738206,0.720025718756296,0.789733305628258,0.743969392478158,0.864129291305232,0.813149236701927,0.814303676100947,1.01690541195815,0.19079847735825,NA,NA,0.779184920042007,0.647682661083773,0.87407264845327,0.622841977195078,21,17,4,8,6,2,1,1,0,7,5,2,7,6,1,6,5,1,1200,0.265398097145719,-0.6,0.785539883390158,NA,0.785539883390158,0.804809746226455,0.672793277417756,7,5,2,300,0.143361938414942,0.5,1,0,0.766280998353288,NA,0.766280998353288,0.824839061792464,0.670035320171576,6,5,1,4,3,1,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",13,11,2,2,2,0,"goncalo",FALSE,0.18973303283614,0.192594038148208,NA
"16","dnc1","female","operant_place","blue","L","shock","1","11:00:00","16:38:03","X",NA,0.239149578563341,0.181386039529647,0.297495572982545,0.0981472208312469,0.264367816091954,0.19071392910634,0.406970784213224,0.239149578563341,0.273367719209964,0.36973204176626,0.230769230769231,0.111111111111111,0.333333333333333,0,0.25,0.272727272727273,0.4,1.00538697304252,0.965791745263866,1.04546360176682,0.712938409763893,1.07597497068876,0.54161351426517,0.54161351426517,NA,0.86427967162735,0.832818018538221,0.925731749423744,1.11299926762228,0.8611055321233,1.05900150535501,1.01864011745039,0.621270744717386,0.461873475143246,NA,NA,0.852254886449635,0.780060289134636,0.932949709143462,0.684645647701776,58,47,11,27,22,5,16,14,2,11,8,3,13,11,2,18,14,4,1200,0.209104552276138,0.090909090909091,1.12317021648944,NA,1.12317021648944,0.680933273013275,0.950044154470037,17,14,3,300,0.122428499749122,0,-0.142857142857143,0,0.955374896539147,NA,0.955374896539147,0.675105075147516,0.781290302258029,15,13,2,8,6,2,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",31,25,6,7,7,0,"goncalo",FALSE,0.120707935600599,0.123568940912668,NA
"21","dnc1","female","operant_place","blue","R","shock","1","11:00:00","16:38:03","X",NA,0.304141123483048,0.322241681260946,0.286214660995747,0.255883825738608,0.388805597201399,0.317024463305042,0.255639097744361,0.304141123483048,0.204929313149005,0.277242587263856,0.454545454545454,0.473684210526316,0.428571428571428,0.230769230769231,1,0,0.75,0.875381948520024,1.03535735891497,0.715406538125081,0.791909620166496,0.894335187690334,0.772877797743716,0.776190473619396,0.701168108199588,0.800719108307426,0.83691623994102,0.696680811725337,1.20364808539712,0.902527368459083,0.645280203168756,0.800043570114661,0.813928190423716,0.695430507858461,0.701168108199588,NA,0.969763724761475,0.706078841373995,0.696680811725337,NA,47,33,14,31,21,10,18,13,5,13,8,5,5,4,1,11,8,3,1200,0.299149574787394,0,1.07220844196651,NA,1.07220844196651,0.913217133775518,0.895847885116762,13,11,2,300,0.235825388861014,0.428571428571428,0.5,0.333333333333333,0.914071002101131,NA,0.914071002101131,0.84226032593282,0.720013294569665,9,6,3,5,4,1,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",16,12,4,4,2,2,"goncalo",FALSE,0.0557163906808928,0.0585773959929614,NA
"22","dnc1","female","operant_place","blue","L","shock","1","11:00:00","16:38:03","R","G",0.304533467286199,0.33775331498624,0.271237711116713,0.381071607411117,0.294852573713143,0.340988517224164,0.2,0.304533467286199,0.214492025618485,0.338314705512998,0.166666666666667,0.241379310344828,0.0526315789473685,0.466666666666667,0,-0.4,0.555555555555556,1.10021694258915,1.284807494099,0.914230093412812,1.09123483978255,1.11708107952643,0.91991801212514,0.91991801212514,NA,0.908703969925797,0.958152076945903,0.780646051745523,1.30966573832705,1.26969577888236,0.891481304676674,0.967434357358202,1.01795202461277,0.796610292120657,NA,NA,1.01558288088049,0.883283430448178,0.780646051745523,NA,68,51,17,42,31,11,22,16,6,20,15,5,14,11,3,12,9,3,1200,0.238119059529765,0.5,1.10998544239397,NA,1.10998544239397,0.857841696200538,0.835844861301155,24,20,4,300,0.418966382338184,-0.111111111111111,0,0,0.866052324913968,NA,0.866052324913968,0.82086281022361,0.718768272070869,10,5,5,5,3,2,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",26,20,6,5,2,3,"goncalo",FALSE,0.0553240468777418,0.0581850521898103,NA
"23","dnc1","female","operant_place","blue","M","shock","1","11:00:00","16:38:03","R","G",0.224974974974975,0.161120840630473,0.288788788788789,0.322483725588383,0,0.330004992511233,0.247743229689067,0.224974974974975,0.56981981981982,0.142267267267267,0.0999999999999999,-0.428571428571428,0.5,-0.333333333333333,-1,0.6,0.428571428571428,0.713944500701088,0.642339661133729,0.785657016718924,0.909366897761693,0.582559790677721,0.703443631440302,0.703443631440302,NA,0.503974526492578,0.437985167872935,0.629190359152832,0.798520922304688,0.491638967146167,0.734873974864018,0.802569233640102,0.689517673527881,0.671337226135078,NA,NA,0.421861098203302,0.466898774216928,0.605188901441188,0.557381319780979,29,15,14,14,7,7,9,5,4,5,2,3,5,3,2,10,5,5,1200,0.194597298649325,-0.428571428571428,0.820671750936319,NA,0.820671750936319,1.08728001950189,0.484329804592432,9,5,4,300,0.101354741595585,-0.2,-0.333333333333333,1,0.679918377819777,NA,0.679918377819777,0.725978441123326,0.547842487975382,12,6,6,6,3,3,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",15,8,7,6,3,3,"goncalo",FALSE,0.134882539188965,0.137743544501034,NA
"24","dnc1","female","operant_place","blue","R","shock","1","11:00:00","16:38:03","M","G",0.358242583552385,0.421816362271704,0.294515401953418,0.57486229344016,0.269365317341329,0.331003494757863,0.257659467604219,0.358242583552385,0.228188759544374,0.256352484666416,1,1,1,1,1,1,1,0.621730827016091,0.579199385899828,0.664326225186664,0.598320668010423,0.637137410897475,0.517311167348969,0.514111748021841,0.883644680305139,0.57673162754309,0.555472085919181,0.65198122811117,0.538678760441673,0.633416735751988,0.617016580877878,0.730231613275735,0.448445645756734,0.639858748499059,0.883644680305139,NA,0.552463817531722,0.560690916053868,0.65198122811117,NA,33,22,11,17,11,6,7,4,3,10,7,3,9,6,3,7,5,2,1200,0.215107553776888,1,0.578260537110741,NA,0.578260537110741,0.621619042409465,0.488283453660837,37,20,17,300,0.267937782237832,1,1,1,0.810564015345902,NA,0.810564015345902,0.802665253475827,0.733556988539822,10,6,4,6,4,2,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",16,11,5,4,2,2,"goncalo",FALSE,0.00161493061155593,0.0044759359236245,NA
"29","dnc1","female","operant_place","blue","M","shock","1","11:00:00","16:38:03","X",NA,0.0421830016272375,0.0397798348761571,0.0445780115201603,0.0796194291437156,0,0.036944583125312,0.0522350577599196,0.0421830016272375,0.233946676680436,0.298285142070347,0.5,0.333333333333333,0.6,0.333333333333333,NA,1,0.333333333333333,0.40807690355983,0.342158915959277,0.474094015953768,0.404368215013041,0.402718782161878,1.1910897450873,1.1910897450873,NA,0.341629775465171,0.230842802762647,0.5774332402999,0.490559315611516,0.194195538293139,0.364059063836196,0.588250541652754,1.13790613052758,1.5718726295413,NA,NA,0.253916212649019,0.19616794089963,0.896886517504329,0.591441544370232,18,9,9,6,3,3,6,3,3,0,0,0,5,2,3,7,4,3,1200,0.11455727863932,1,0.456117875622064,NA,0.456117875622064,0.583783229167653,0.368288833287874,2,1,1,300,0,1,1,NA,0.393699642390107,NA,0.393699642390107,NA,0.548003844143182,3,2,1,2,2,0,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",12,6,6,1,0,1,"goncalo",FALSE,0.317674512536703,0.320535517848772,NA
"30","dnc1","female","operant_place","blue","R","shock","1","11:00:00","16:38:03","M","G",0.25068870523416,0.225168876657493,0.276190476190476,0.260891337005508,0.189405297351324,0.27608587119321,0.276156941649899,0.25068870523416,0.304407713498623,0.182694715752567,0.105263157894737,-0.157894736842105,0.368421052631579,-0.5,0.090909090909091,0.428571428571428,0.272727272727273,1.11110836985234,1.16616564949678,1.05588525502825,1.08610286976926,1.11153501152039,1.06035996539296,1.06408544487924,0.991205752428837,1.09979886039664,1.06684909511038,1.17501028115875,1.07724054682735,1.23110574924279,0.900339455171665,1.23747555294248,1.18437946455009,0.960172436862886,0.991205752428837,NA,1.04064852207502,1.08722640871424,1.17501028115875,NA,67,51,16,29,23,6,9,7,2,20,16,4,14,11,3,24,17,7,1200,0.249624812406203,0.2,0.78394391668697,NA,0.78394391668697,0.689734248917082,0.742295135218866,15,13,2,300,0.273366834170854,0,0.142857142857143,-0.142857142857143,1.34494561824279,NA,1.34494561824279,1.22096321192774,1.30634201043422,21,16,5,12,10,2,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",38,28,10,9,6,3,"goncalo",FALSE,0.109168808929781,0.112029814241849,NA
"31","dnc1","female","operant_place","blue","L","shock","1","11:00:00","16:38:03","R","G",0.174195699283214,0.348565710473649,0,0.59024064171123,0.108449767132402,0,0,0.174195699283214,0.358393065510918,0.354725787631272,0,0,0,-1,0.5,0,0,0.465196987273537,0.506412283614571,0.446018551248931,0.256526382499839,0.510136803536154,0.319417618615611,0.319417618615611,NA,0.464539385620696,0.483684804664785,0.421263727005079,0.539329345592909,0.480421628844043,0.449243963850584,0.434491276931999,0.261346270979561,0.603342330890128,NA,NA,0.579936439765793,0.391102142057895,0.322047869320322,0.524611220545666,15,14,1,6,5,1,3,2,1,3,3,0,3,3,0,6,6,0,900,0,0,0.839973280512349,NA,0.839973280512349,NA,0.824727438058881,9,9,0,300,0.195269250125818,1,1,1,0.598294296846012,NA,0.598294296846012,0.61002180185179,0.488940278048964,7,5,2,3,2,1,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",9,9,0,4,3,1,"goncalo",FALSE,0.185661814880727,0.188522820192795,NA
"32","dnc1","female","operant_place","blue","M","shock","1","11:00:00","16:38:03","L","G",0.105362776025237,0.179634726044533,0.0297785696105879,0.155733600400601,0.203898050974513,0,0.0607161390762844,0.105362776025237,0.404921135646688,0.330473186119874,0.266666666666667,0.333333333333333,0.2,0.142857142857143,0.5,0.142857142857143,0.25,0.817094713126939,0.798091883792744,0.836446218228735,0.87166622951026,0.801965985702367,0.85123257405312,0.85123257405312,NA,0.714059768501319,0.64519086900557,0.808538208513074,0.80816400010563,0.732084422430844,0.815334927835742,0.888963683712648,0.85123257405312,NA,NA,NA,0.588440129649967,0.704120777138865,0.772834180257789,0.883676403447882,48,27,21,19,10,9,9,5,4,10,5,5,12,8,4,17,9,8,1200,0.265994962216625,0,1.08757982553344,NA,1.08757982553344,0.77848743831738,1.00500231356815,17,9,8,300,0.102708226877874,0,0.2,-0.142857142857143,1.04495981779106,NA,1.04495981779106,1.19800690497127,0.898813030290849,22,12,10,12,7,5,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",29,17,12,10,5,5,"goncalo",FALSE,0.254494738138704,0.257355743450772,NA
"37","dnc1","female","operant_place","blue","L","shock","2","11:00:00","16:38:03","L","B",0.725760040035031,0.817863397548161,0.633725293970478,0.808212318477717,0.827586206896552,0.670993509735397,0.596491228070175,0.725760040035031,0,0.0887026147879394,-0.2,NA,-0.2,NA,NA,0,-0.333333333333333,0.641788862156282,0.606500087744909,0.677077636567654,0.616296704192965,0.777714920499191,0.641027108795842,0.601488885922816,0.691670498383812,0.826367668421772,0.826367668421772,NA,0.556263439646111,0.664867844289566,0.612348089075122,0.744084189411649,0.551690746007228,0.664514325856029,0.637571654387128,0.691673200636509,0.79777507113154,0.871685620217273,NA,NA,22,14,8,8,4,4,4,2,2,4,2,2,6,4,2,8,6,2,1200,0.846923461730865,NA,0.404195132352291,NA,0.404195132352291,0.405273997484444,NA,4,2,2,300,0.301053687907677,0,0.333333333333333,-1,0.856899618698468,NA,0.856899618698468,1.01215042603165,0.789947135953772,8,7,1,6,5,1,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",14,10,4,2,2,0,"goncalo",FALSE,0.36590252587109,0.363041520559022,NA
"38","dnc1","female","operant_place","blue","M","shock","2","11:00:00","16:38:03","L","G",0.0943419897127086,0.0715536652489367,0.117232704402516,0.128693039559339,0.0144927536231884,0.0459311033449825,0.189559047136341,0.0943419897127086,0.348889725254046,0.480366327938778,0.103448275862069,0,0.2,0,0,0.333333333333333,0.111111111111111,0.880909920237635,0.913177969215741,0.84844689815392,1.16950549180734,0.825930504156064,0.925680481208263,0.925680481208263,NA,0.715519842169119,0.739014254150169,0.686151827192806,0.892748014560501,0.900366039945272,0.764415425909726,0.952670169917842,0.925680481208263,NA,NA,NA,0.725001985822366,0.745718231658859,0.611653919841067,0.808616854602445,42,22,20,20,11,9,9,5,4,11,6,5,10,5,5,12,6,6,1200,0.586793396698349,-0.142857142857143,0.82747723617059,NA,0.82747723617059,0.590340579792328,0.753738778710029,9,4,5,300,0.196186653286503,0.142857142857143,-0.333333333333333,0.5,0.981497216992451,NA,0.981497216992451,0.923746135253196,0.843413355997333,12,6,6,5,3,2,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",22,11,11,7,3,4,"goncalo",FALSE,0.265515524451232,0.2683765297633,NA
"39","dnc1","female","operant_place","blue","R","shock","2","11:00:00","16:38:03","M","G",0.622544726635806,0.676257192894671,0.568676507380535,0.541311967951928,0.811094452773613,0.681977034448327,0.455137844611529,0.622544726635806,0.0410359064181159,0.149630927061179,-0.076923076923077,-0.2,-0.0666666666666667,-0.714285714285714,1,-0.2,0,0.760261151963418,0.662094499024958,0.858427804901878,0.604655976014372,0.952929473251302,0.570641080767337,0.572989202894273,0.566996676709126,0.755735101957924,0.755735101957924,NA,0.749163537756478,0.567502142796464,0.832686221635365,0.857018575797826,0.414010505083584,0.725153290673302,0.625129071616609,0.349171900229166,0.744868314760443,0.877073182700203,NA,NA,28,14,14,9,5,4,6,3,3,3,2,1,11,5,6,8,4,4,1200,0.0590295147573787,0,0.607478979431536,NA,0.607478979431536,0.892447493433628,0.512671843823265,3,2,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",19,9,10,NA,NA,NA,"goncalo",FALSE,0.262687212471866,0.259826207159797,NA
"40","dnc1","female","operant_place","blue","L","shock","2","11:00:00","16:38:03","L","B",0.387714249968723,0.370527895921941,0.404803602702027,0.264396594892339,0.476261869065467,0.487269096355467,0.322305764411028,0.387714249968723,0.256724634054798,0.149630927061179,-0.243243243243243,-0.2,-0.238095238095238,0.333333333333333,-0.555555555555556,-0.2,-0.272727272727273,0.866996393866493,0.770712867086118,0.963279920646869,0.691527159452978,0.962410097579153,0.678518391839554,0.674712421635805,0.700377004496221,0.892205163471645,0.836544258810801,1.09901861656928,0.775740772059417,0.756230725144956,0.909721293353825,1.06285577728963,0.656937937998612,0.671257786873031,0.700377004496221,NA,0.789974151116163,0.918858280948055,1.09901861656928,NA,46,31,15,19,12,7,9,6,3,10,6,4,14,9,5,13,10,3,1200,0.362449799196787,-1,0.701807886569328,NA,0.701807886569328,0.64973566917654,0.591258086876778,8,6,2,300,0.283417085427136,-0.866666666666667,-1,-0.714285714285714,1.18729088030254,NA,1.18729088030254,1.1419673848689,1.01133296283291,21,15,6,11,8,3,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",27,19,8,10,7,3,"goncalo",FALSE,0.0278567358047822,0.0249957304927136,NA
"45","dnc1","female","operant_place","blue","R","shock","2","11:00:00","16:38:03","X",NA,0.141577287066246,0.0145108831623718,0.270806821074065,0.029043565348022,0,0.0763854218671992,0.472755578619616,0.141577287066246,0.354826498422713,0.389274447949527,-0.454545454545454,-0.666666666666667,-0.2,-0.6,-1,-1,1,0.332185164577046,0.422946270796773,0.23975871695879,0.22217973529161,0.348548009003826,0.221397461174992,0.221397461174992,NA,0.248518750472209,0.310181159052302,0.175795820173714,0.649758713139335,0.165978869972993,0.307442991281017,0.147942520569933,0.227616490983278,0,NA,NA,0.574430712750811,0.145317194809495,0.154321828830528,0.227780227376834,16,13,3,10,9,1,8,7,1,2,2,0,4,3,1,2,1,1,1200,0.408574380165289,-0.5,0.51991436213921,NA,0.51991436213921,0.45125959407329,0.639061992561521,7,5,2,300,0.407444668008048,1,NA,1,0.272081480772569,NA,0.272081480772569,0.289815871370886,0.208562317433714,6,4,2,2,1,1,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",6,4,2,4,3,1,"goncalo",FALSE,0.218280227097694,0.221141232409763,NA
"46","dnc1","female","operant_place","blue","L","shock","2","11:00:00","16:38:03","L","B",0.195842724768345,0.237928446334751,0.153634085213033,0.211316975463195,0.264367816091954,0,0.308350100603622,0.195842724768345,0.234785875281743,0.45717505634861,0.307692307692308,0.538461538461539,0.076923076923077,0.2,0.75,0.142857142857143,0,0.846928481817326,0.808974659475808,0.884996622900838,0.881959199572219,0.821801696962209,0.790902348651489,0.790902348651489,NA,0.678612935844922,0.621168072059755,0.777238153789335,0.776320172006249,0.838919415816509,0.813584185917244,0.959447529473483,0.815426336684948,0.917545458868674,NA,NA,0.545834524031525,0.703084562925627,0.735787500537961,0.92446968961678,40,32,8,20,15,5,10,7,3,10,8,2,7,7,0,13,10,3,1200,0.44672336168084,0.6,0.761117298530939,NA,0.761117298530939,0.43887929043417,0.822142449477511,9,8,1,300,0.168590065228299,0.333333333333333,0.333333333333333,0.333333333333333,0.711158967807765,NA,0.711158967807765,0.530773938072977,0.55218470842472,8,7,1,5,4,1,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",20,17,3,3,3,0,"goncalo",FALSE,0.164014789395596,0.166875794707664,NA
"47","dnc1","female","operant_place","blue","M","shock","2","11:00:00","16:38:03","L","G",0.0796947328912799,0.0838128596447335,0.0755566675006255,0,0.167416291854073,0.0823764353469795,0.068671679197995,0.0796947328912799,0.489928687601651,0.275491054672839,-0.25,-0.142857142857143,-0.294117647058823,-1,0.2,-0.25,-0.333333333333333,0.822436600161358,0.619518544110074,1.02535465621264,0.839144188935395,0.774684271887562,0.984869126709308,0.984869126709308,NA,0.719692716402579,0.596513035020008,0.852901641154503,0.554172042440863,0.680852481807649,1.01733553814353,1.04789748719498,0.984869126709308,NA,NA,NA,0.519096814550712,0.700167296482962,0.83185495762093,0.911897885363006,37,19,18,9,5,4,4,2,2,5,3,2,14,7,7,14,7,7,1200,0.0472081218274112,-0.5,0.404357397888084,NA,0.404357397888084,0.183043508980388,0.344146729105843,7,4,3,300,0.156754032258065,-0.333333333333333,-0.333333333333333,-0.333333333333333,1.10182865708748,NA,1.10182865708748,1.05818234637374,0.967547441263781,11,7,4,5,4,1,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",28,14,14,6,3,3,"goncalo",FALSE,0.280162781272661,0.283023786584729,NA
"48","dnc1","female","operant_place","blue","R","shock","2","11:00:00","16:38:03","M","G",0.178982965931864,0.119839879909932,0.238214643931795,0.0355533299949925,0.203898050974513,0.150274588117823,0.326787512588117,0.178982965931864,0.268537074148297,0.376002004008016,0.235294117647059,0,0.4,-0.5,0.6,0.428571428571428,0.384615384615385,1.08871690965349,0.989049851959094,1.1886841693289,0.923855027603115,1.10593598751786,0.849198316447392,0.849198316447392,NA,0.935159229811509,0.886917064929977,1.01170752298315,1.09300173702194,0.857421730561785,1.09333470216683,1.34361009314185,0.744114202364552,0.914936271888339,NA,NA,0.918780788789725,0.904205554819339,0.970764622190777,1.28155605966669,47,37,10,20,17,3,12,11,1,8,6,2,12,9,3,15,11,4,1200,0,0,0.606595331586175,NA,0.606595331586175,NA,0.509803221419685,7,7,0,300,0.21726041144004,0.25,-0.428571428571428,0.75,1.47604724469696,NA,1.47604724469696,1.33195780082272,1.0811426467347,22,18,4,12,10,2,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",27,20,7,10,8,2,"goncalo",FALSE,0.180874548232077,0.183735553544145,NA
"53","dnc1","female","operant_place","blue","M","shock","2","11:00:00","16:38:03","M","B",0.224821719004129,0.256192144108081,0.193645233925444,0.262894341512268,0.249875062468766,0.224663005491762,0.162406015037594,0.224821719004129,0.155385962717378,0.456024021018391,0.217391304347826,0,0.454545454545454,0,0,0.333333333333333,0.6,0.608544095829548,0.55945042536948,0.657637766289616,0.648841518548627,0.554792359626881,0.566605944696162,0.566605944696162,NA,0.560597819118909,0.517999016938572,0.645634673282675,0.557079714430871,0.563424182792469,0.619340571510785,0.679605509429156,0.525594252702278,0.726953159851792,NA,NA,0.536833650874444,0.466507002409645,0.606445996131344,1.10434823453393,28,14,14,15,7,8,7,3,4,8,4,4,7,4,3,6,3,3,1200,0.406203101550775,-0.5,0.429821743226504,NA,0.429821743226504,0.358635024595292,0.313522988403841,5,3,2,300,0.314601103863522,0.428571428571428,0.5,0.333333333333333,0.680357205118469,NA,0.680357205118469,0.564618600736797,0.616506919329121,10,5,5,7,3,4,300,"r5","dnc_place_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231127/csv/dnc_place_blue_r5_shock/female","20231127",13,7,6,3,2,1,"goncalo",FALSE,0.135035795159812,0.13789680047188,NA
